"id","product_category_id","name","price","short_description","long_description"
66,1,Zoom Freak 3,8717,Basketball Shoes,"Giannis is an athlete of freakish power and incredible range.His ability to play any position make him difficult to guard and nearly impossible to stop.The Zoom Freak 3 helps Giannis create space with his massive strides and misdirecting Euro-step.The moulded midfoot strap and external overlay provide side-to-side stability when he's powering to the rim, while the multi-directional traction helps him stay in control."
67,1,Nike Air Presto,9197,Men's Shoes,"With a sleek design that's more comfortable than your favourite T-shirt, the Nike Air Presto is made to feel good and look fast. Its stretchy sleeve creates a cosy, sock-like fit while the super-soft foam adds spring to your step.Put them on and you'll never want to take them off."
68,1,Nike Crater Remixa,4397,Women's Shoe,"Today's world brings choices.There's no reason to second-guess yourself with the Nike Crater Remixa.Made from at least 20% recycled materials by weight, it bridges futuristic details with a fresh design that pieces together reclaimed materials.The super-plush Crater foam midsole feels like you're walking on clouds while the canvas and synthetic leather upper lets you dress for the occasion."
69,1,Nike Jr. Mercurial Superfly 8 Academy KM MG,5597,Younger/Older Kids' Multi-Ground Football Boot,Embody Kylian Mbappé's relentless pace with the Nike Jr. Mercurial Superfly 8 Academy KM MG.Flames throughout the upper bring a fast look to your feet and a stretchy collar creates a seamless fit that moves with you while you blaze past defenders.
70,1,Nike ZoomX SuperRep Surge,9997,Women's Endurance Class Shoes,"The Nike ZoomX SuperRep Surge is built for classes and workouts that keep you moving.From the treadmill to the rowing machine to strength training, you get the amazing energy return of ultralight Nike ZoomX foam."
71,1,Nike Jr. Phantom GT2 Academy MG,4397,Younger/Older Kids' Multi-Ground Football Boot,"Building on the Phantom GT, the Nike Jr. Phantom GT2 MG has an updated design and patterning that are engineered to help you place your shots with pinpoint accuracy.Off-centre lacing provides a clean strike zone to help you dribble, pass and score with precision."
72,1,NikeCourt Legacy Serena Williams Design Crew,5437,Women's Shoes,"Honouring a history rooted in tennis culture, the NikeCourt Legacy Serena Williams Design Crew reinvents the easy-to-wear shoe. Featuring a traditional Kente cloth design, 4 gold eyelets that honour Serena Williams' gold medals, and see-saw edging, it celebrates Serena the athlete and Serena the fashion icon."
73,1,Nike Air Huarache Premium Liverpool F.C.,9197,Shoes,"When it fits this good and looks this great, you know it's right for Kopites. Celebrate the unwavering Liverpool F.C. fanbase with shoes to match your team's kit. Checked red-and-white graphics, interchangeable patches and the team crest let your feet do the bragging."
74,1,Nike Air Force 1 Crater Flyknit,7437,Women's Shoe,"A modern take on the hoops icon, the Nike Air Force 1 Crater Flyknit updates classic b-ball style with at least 20% recycled materials by weight. The super-airy Flyknit upper features a linen-like texture while the speckled Crater foam midsole adds a modern twist. It's legendary style that's on-point and lets you give a little back with every step."
75,1,Nike Waffle One SE,7437,Women's Shoes,"Bringing a new look to the Waffle sneaker family, the Nike Waffle One balances everything you love about heritage Nike running with fresh innovations.Its TPU heel clip adds energy while a mixture of transparent mesh (let that sock game shine) and retro suedes give texture and depth.The updated Waffle outsole provides a level of support and traction you have to feel to believe."
76,1,LeBron 19,5597,Younger Kids' Shoes,"Future champs can rule playtime like King James in the LeBron 19.This next evolution in LeBron's signature shoe is lightweight and cushioned just for kids.Plus, we added in supportive design where little ones need it so they can run and walk around with the swag of LeBron."
77,1,Nike GTS 97,4797,Women's Shoes,"There's no need for frills when you're classic.The Nike GTS 97 is just that—a classically simple, always-stylish shoe.Nodding to the '96 original that gave a generation of skaters their don't-care attitude, the design gets updated with a comfort insole, embroidered logos and metal eyelets.We've also added a suede upper (to help keep you warm in cool weather) and a tough rubber sole."
78,1,Jordan 4 Retro,5197,Younger Kids' Shoes,
79,1,Nike Force 1 Fontanka,4397,Younger Kids' Shoes,"We broke down, tore apart and reassembled a true legend. The Nike Force 1 Fontanka is a crazy twist on our iconic AF-1—remade for kiddos. With altered design lines, soft suede touches and extra rubber details, you can rep the unexpected with a creative take on the '82 classic."
80,1,Nike Air Zoom Pegasus 38,9197,Men's Road Running Shoes,"A workhorse built to help power you through every mile of the race.The Nike Air Zoom Pegasus 38 continues to put a spring in your step, using the same cushioned support and responsive foam as its predecessor.Mesh in the upper combines the comfort and durability you want with a fit that nods back to the classic Peg.Take a cue from the shoe's throwback design and remember your roots as you take on the road."
81,1,Nike Space Hippie 01,9197,Shoes,"Space Hippie is a story of trash transformed.Combining its airy Space Waste Yarn upper with its ultra-soft Crater foam midsole, the Space Hippie 01 delivers a futuristic look that feels as light as mountain air.The sleek, athletics-inspired silhouette also features an embroidered Swoosh design and unique lacing system that minimise the production process.Made from at least 50% recycled materials, it lets you lace up, salvage your world and live your dreams."
82,1,Nike React Escape Run,6637,Women's Road Running Shoes,"Run the city streets in a design tailored to support women with a wider collar and cushioned foam for a soft, responsive feel. Escape the daily routine and reconnect with yourself through your miles and a design inspired by your cosy winter favourites."
83,1,Nike Waffle One,5037,Older Kids' Shoe,"The Nike Waffle One is a tribute to the original shoe that launched Nike to success.Founder Bill Bowerman used a waffle iron to create a sole that offered amazing traction for runners.This super-grippy design is now made just right for kids.Plus, see-through mesh and suede make it extra awesome for everyday adventures."
84,1,NikeCourt Air Zoom GP Turbo Naomi Osaka,10797,Women's Hard Court Tennis Shoes,"Tennis matches are fast, fierce and long.This version of Naomi Osaka's shoe combines a responsive Zoom Air unit with zones of durability, so you can stay fresh longer."
85,1,Nike Air Max 95,13277,Shoes,"The Nike Air Max 95 ""Sakura"" is a nod to the rich history of Japan's influence on American fashion and culture.The ""Sakura""—or cherry blossom—pattern throughout the shoe adds Japanese-inspired elements to the design.This celebration of cultures also has the same Max Air unit cushioning you know and love, so you can embrace that familiar comfort."
86,1,Nike Air Zoom Arcadia,4797,Older Kids' Running Shoes,"Once upon a time in Arcadia—the birthplace of the Greek gods—it was all about speed. Take a cue from the originals and get inspired to run your fastest, whether you're trying to beat your own time or chase your besties down the block. Zoom Air gives you that bounce you need to finish strong."
87,1,Nike Air Max Genome,12397,Men's Shoes,"Inspired by the early 2000s look, the Air Max Genome adds a fresh face to the Air Max house.Its techy upper features a mixture of materials including sleek no-sew skins, airy mesh and durable TPU details.The low-profile, full-length Air unit adds comfort to match its sleek design that's sure to become your new favourite Air Max."
88,1,LeBron 18 'Dynasty',14077,Basketball Shoes,"When LeBron accelerates down the court, he produces tremendous force.The LeBron 18 is designed to harness his abilities while helping with the stress he puts on his body.Combined cushioning underfoot allows him to use his power for unstoppable bursts of speed."
89,1,Nike Mercurial Vapor 14 Academy HG,5997,Hard-Ground Football Boot,The Nike Mercurial Vapor 14 Academy HG sets you up for speed with specially designed studs for quick cuts and sudden stops.Grippy texture throughout the flexible upper provides precise control when dribbling at higher speeds.
90,1,Nike City Rep TR,3997,Men's Training Shoe,"The Nike City Rep TR is a versatile shoe that brings durability and flexibility to your active urban lifestyle. Rubber tread gives you grip on a range of surfaces, while foam cushioning keeps your foot comfortable—during outdoor workouts and through the rest of your day."
91,1,Nike SpeedRep,5757,Men's Training Shoe,"The Nike SpeedRep keeps you ready for high-intensity classes whenever you can squeeze them into your schedule. It combines the cushioning and flexibility of a running shoe with the strength, stability and durability of a traditional training style."
92,1,Nike Flex Run 2021,5437,Women's Road Running Shoes,"Transformed from scraps, this road running shoe is made from at least 20% recycled content by weight.The shoe has flexibility that feels natural as you hit your groove.Underfoot cushioning, courtesy of a durable foam with a Solarsoft core, provides a plush feel with every step.Plus, with its lightweight, minimal design you can easily transition from your short runs to all-day wear."
93,1,Nike Ryz 365 2,5757,Women's Shoe,"The Nike RYZ 365 2 brings you a futuristic take to classic '90s sneakers. The eye-catching midsole with stylised cut-outs modernises the chunky style with an airy aesthetic. A rich mixture of materials on the upper adds texture and style versatility. To top it off, the DIY lacing lets you personalise your style—wrap under the midsole or through webbing on the side and heel for a delicate touch to your bold look."
94,1,Nike Air Zoom Tempo NEXT% FlyEase,14077,Women's Easy On/Off Road Running Shoes,"The ultra-responsive Nike Air Zoom Tempo NEXT% FlyEase is designed to help you get the most from your training runs, so you can go confidently into your next (or first) race. It has a step-in entry and an internal lacing mechanism you operate with one hand. Pull one loop to tighten, another to release."
95,1,Nike Jr. Phantom GT2 Academy TF,4397,Younger/Older Kids' Turf Football Shoe,"Building on the Phantom GT, the Nike Jr. Phantom GT2 TF has an updated design and patterning that are engineered to help you place your shots with pinpoint accuracy.Off-centre lacing provides a clean strike zone to help you dribble, pass and score with precision."
96,1,Nike Blazer Mid '77 Premium,8237,Men's Shoes,"Like your favourite blanket specially made for your feet, this streetwear staple, now made from at least 20% recycled material by weight, is ready for winter.A quilted upper made from partially recycled polyester, pairs perfectly with your favourite puffy jacket.Felt Swoosh on the side and 'NIKE' on the heel add seasonal charm.Its incredibly warm, fluffy liner feels soft and extends a bit over the collar for classic snow-day appeal.Go ahead, perfect your outfit."
97,1,Kyrie Infinity EP,9197,Basketball Shoes,"The faster Kyrie slows down, the quicker he can speed up or change direction. His ability to control his movement keeps defenders guessing—and him in control. The Kyrie Infinity EP provides a cushioned, custom fit and traction up the sides, allowing players to accelerate and decelerate on demand and take advantage of the separation they create."
